FIR_Number,Accused_Age,Accused_Gender,Accused_Occupation,Recidivist_Flag,Victim_Age,Victim_Gender
FIR-756/2025-9ec2,43,Male,Private Employee,No,46,Female
FIR-387/2025-7305,50,Male,Student,No,33,Female
FIR-751/2026-3256,23,Female,Student,No,65,Female
FIR-253/2026-8ac7,49,Male,Student,Yes,54,Female
FIR-733/2025-621d,58,Male,Private Employee,No,57,Male
FIR-225/2025-a1ab,33,Male,Unemployed,No,26,Female
FIR-904/2026-043c,22,Male,Business,Yes,58,Female
FIR-887/2026-7182,22,Male,Student,No,31,Female
FIR-474/2026-4d10,42,Male,Student,No,36,Female
FIR-846/2025-b78b,41,Male,Student,Yes,44,Male
FIR-289/2026-28a6,57,Male,Private Employee,Yes,62,Male
FIR-855/2026-ef4c,45,Female,Private Employee,No,54,Female
FIR-999/2026-6af1,34,Male,Unemployed,No,55,Female
FIR-828/2026-29a0,47,Male,Private Employee,No,70,Female
FIR-357/2025-4d9a,39,Male,Laborer,No,69,Female
FIR-461/2026-ea95,52,Male,Laborer,No,65,Female
FIR-583/2025-4ca3,43,Male,Unemployed,Yes,39,Female
FIR-671/2026-cfe1,54,Male,Business,No,36,Female
FIR-830/2026-a42e,21,Female,Student,No,18,Female
FIR-450/2026-d344,56,Male,Private Employee,Yes,47,Male
FIR-397/2025-a821,44,Male,Unemployed,Yes,64,Female
FIR-790/2025-5cb4,33,Male,Private Employee,No,30,Male
FIR-246/2025-c15f,35,Male,Business,No,28,Male
FIR-341/2025-1b44,30,Male,Laborer,No,38,Female
FIR-720/2026-a20d,25,Male,Private Employee,No,67,Female
FIR-981/2025-1683,50,Male,Private Employee,Yes,43,Male
FIR-406/2026-66a7,56,Male,Private Employee,Yes,24,Male
FIR-422/2026-efdf,20,Male,Student,Yes,62,Female
FIR-122/2025-dac2,53,Male,Business,Yes,51,Male
FIR-909/2026-d5a7,49,Male,Private Employee,No,25,Male
FIR-872/2025-37fe,26,Male,Business,No,40,Male
FIR-608/2026-cb8d,18,Male,Laborer,No,48,Female
FIR-358/2025-1fff,26,Male,Student,No,19,Female
FIR-457/2026-0b41,52,Female,Private Employee,Yes,16,Female
FIR-523/2026-18ea,22,Male,Business,No,41,Female
FIR-809/2026-53a1,50,Male,Laborer,No,68,Male
FIR-932/2026-27ac,53,Male,Student,No,31,Male
FIR-683/2026-9eed,23,Male,Private Employee,Yes,26,Female
FIR-258/2025-c995,34,Male,Student,No,33,Female
FIR-485/2026-b9ad,29,Male,Unemployed,No,35,Female
FIR-485/2026-b39f,49,Male,Laborer,No,13,Male
FIR-757/2026-ba84,41,Male,Unemployed,Yes,43,Female
FIR-676/2025-5fc9,46,Male,Student,No,68,Female
FIR-674/2026-2559,59,Male,Laborer,No,60,Female
FIR-732/2025-e8c3,44,Male,Laborer,No,39,Female
FIR-964/2026-1c16,24,Male,Private Employee,Yes,56,Female
FIR-773/2025-ca2a,29,Male,Private Employee,Yes,70,Male
FIR-351/2026-674a,25,Male,Business,No,38,Female
FIR-263/2025-a4a4,56,Unknown,Business,No,48,Male
FIR-579/2025-b854,30,Unknown,Unemployed,No,56,Male
FIR-201/2025-5e3f,25,Male,Unemployed,No,70,Male
FIR-424/2026-7c71,26,Male,Laborer,No,47,Female
FIR-812/2025-eb19,48,Male,Business,Yes,49,Male
FIR-658/2025-c766,31,Male,Student,Yes,42,Female
FIR-384/2026-42b9,54,Male,Student,No,69,Female
FIR-557/2026-0796,22,Male,Unemployed,No,52,Male
FIR-301/2025-48c1,44,Male,Business,No,13,Female
FIR-145/2026-286b,39,Male,Student,No,47,Female
FIR-125/2026-1d77,48,Male,Laborer,No,43,Female
FIR-626/2025-d7e8,22,Unknown,Private Employee,No,55,Female
FIR-206/2026-745c,58,Male,Private Employee,No,58,Male
FIR-899/2025-c759,40,Male,Unemployed,Yes,59,Female
FIR-393/2025-03a0,29,Male,Private Employee,No,20,Male
FIR-409/2026-9197,28,Female,Private Employee,No,39,Male
FIR-999/2025-ab89,45,Female,Private Employee,No,67,Female
FIR-660/2025-520f,55,Female,Private Employee,Yes,63,Male
FIR-576/2026-1ab9,36,Male,Unemployed,No,25,Male
FIR-919/2025-fee4,37,Male,Student,Yes,18,Male
FIR-503/2025-c7aa,37,Male,Business,No,64,Male
FIR-931/2025-8453,42,Male,Laborer,No,68,Female
FIR-354/2026-1a33,34,Male,Laborer,Yes,69,Male
FIR-401/2026-d516,51,Male,Business,No,23,Female
FIR-409/2026-b298,48,Male,Student,No,10,Male
FIR-252/2026-d663,47,Male,Student,Yes,24,Female
FIR-205/2025-a9b5,45,Male,Private Employee,No,61,Male
FIR-577/2026-9b9e,46,Male,Business,Yes,58,Male
FIR-873/2025-ce7f,18,Male,Unemployed,No,45,Male
FIR-215/2025-6fbe,25,Female,Business,No,20,Female
FIR-641/2025-347e,35,Male,Business,No,70,Female
FIR-111/2026-73cf,57,Male,Business,No,44,Female
FIR-577/2026-8835,46,Male,Business,No,25,Female
FIR-880/2025-1db6,58,Female,Student,No,66,Female
FIR-952/2026-098a,50,Male,Laborer,No,63,Female
FIR-407/2025-a651,40,Male,Unemployed,Yes,39,Male
FIR-356/2026-75ea,30,Male,Unemployed,Yes,43,Female
FIR-535/2026-6110,49,Male,Unemployed,No,28,Female
FIR-319/2025-2a5c,57,Unknown,Private Employee,Yes,15,Female
FIR-889/2026-2a19,52,Female,Business,No,57,Female
FIR-394/2026-65b6,49,Male,Business,No,52,Male
FIR-847/2025-04d5,35,Male,Student,No,30,Female
FIR-700/2025-3af0,32,Male,Laborer,No,14,Male
FIR-696/2025-8498,38,Male,Private Employee,No,59,Male
FIR-915/2026-23a6,36,Male,Laborer,No,58,Female
FIR-637/2026-94d4,42,Male,Business,No,59,Male
FIR-963/2026-da85,52,Male,Laborer,Yes,47,Male
FIR-829/2026-a273,24,Female,Unemployed,No,32,Male
FIR-425/2026-90af,33,Male,Business,No,48,Female
FIR-358/2026-0290,43,Male,Laborer,No,58,Female
FIR-654/2026-922d,43,Male,Private Employee,No,32,Male
FIR-337/2025-878f,54,Male,Private Employee,Yes,43,Male
FIR-131/2025-fb49,31,Male,Private Employee,Yes,14,Female
FIR-913/2026-27f2,41,Male,Student,No,69,Female
FIR-499/2026-f97d,53,Male,Laborer,No,60,Male
FIR-458/2025-3619,44,Male,Student,Yes,36,Female
FIR-771/2025-10af,18,Unknown,Laborer,No,59,Female
FIR-528/2026-4758,49,Male,Student,No,65,Female
FIR-428/2025-9b42,20,Male,Private Employee,No,45,Male
FIR-946/2025-888e,35,Male,Business,No,32,Female
FIR-477/2025-100e,20,Male,Laborer,Yes,42,Male
FIR-611/2026-1b75,28,Male,Private Employee,No,63,Female
FIR-821/2026-24b0,60,Male,Student,Yes,37,Male
FIR-892/2025-f033,50,Female,Laborer,Yes,59,Female
FIR-550/2026-f94d,56,Unknown,Student,No,47,Female
FIR-369/2026-e232,28,Male,Business,No,24,Female
FIR-557/2026-3cea,50,Male,Business,Yes,23,Male
FIR-430/2025-fb33,26,Male,Private Employee,No,69,Female
