FIR_Number,Date,District,Police_Station,Latitude,Longitude,Crime_Head,Status
FIR-574/2026-7645,2025-10-07,Bengaluru City,Indiranagar PS,12.93293,77.62702,Cheating,Pending Trial
FIR-561/2026-4f3c,2025-04-28,Tumakuru,Tumakuru Town PS,13.33604,77.0583,NDPS,Charge Sheeted
FIR-787/2026-f63f,2025-12-31,Tumakuru,Kyathasandra PS,13.30714,77.06651,Cheating,Charge Sheeted
FIR-334/2026-c7bf,2025-05-16,Belagavi Dist,Tilakwadi PS,15.81042,74.53147,POCSO,Pending Trial
FIR-626/2026-73d4,2025-04-29,Tumakuru,Tumakuru Town PS,13.3596,77.12159,Theft,Under Investigation
FIR-187/2025-72e9,2025-04-17,Hubballi Dharwad City,Hubballi Town PS,15.32349,75.16449,POCSO,Charge Sheeted
FIR-358/2025-3563,2025-10-24,Tumakuru,Kyathasandra PS,13.37416,77.11198,Murder,Pending Trial
FIR-341/2025-d3df,2025-11-04,Mysuru City,Devaraja PS,12.33584,76.68077,NDPS,Closed
FIR-902/2025-fb9f,2025-03-15,Mysuru City,Saraswathipuram PS,12.27405,76.67769,Theft,Closed
FIR-205/2026-6dcf,2025-11-26,Belagavi Dist,Belagavi Camp PS,15.84712,74.46093,Assault,Closed
FIR-803/2026-966d,2025-03-01,Mysuru City,Kuvempunagar PS,12.28181,76.65299,Assault,Under Investigation
FIR-885/2026-105d,2025-03-19,Belagavi Dist,Khadebazar PS,15.84417,74.47607,Assault,Under Investigation
FIR-368/2026-b07b,2025-03-04,Hubballi Dharwad City,Dharwad Suburban PS,15.33132,75.08457,POCSO,Pending Trial
FIR-713/2025-3362,2025-03-14,Mysuru City,Devaraja PS,12.25802,76.67839,Robbery,Charge Sheeted
FIR-609/2026-afc2,2025-06-11,Hubballi Dharwad City,Vidyanagar PS,15.36785,75.13369,Robbery,Under Investigation
FIR-916/2026-0a39,2026-01-01,Hubballi Dharwad City,Dharwad Suburban PS,15.3352,75.1318,NDPS,Closed
FIR-577/2026-a531,2025-08-14,Mysuru City,Kuvempunagar PS,12.2772,76.59031,Cyber Crime,Under Investigation
FIR-549/2026-c507,2025-02-28,Belagavi Dist,Khadebazar PS,15.82253,74.47887,NDPS,Closed
FIR-363/2025-dda5,2025-11-04,Bengaluru City,Koramangala PS,12.93257,77.61236,Murder,Closed
FIR-457/2026-762c,2025-09-22,Hubballi Dharwad City,Dharwad Suburban PS,15.35883,75.16686,Cyber Crime,Pending Trial
FIR-146/2026-ec45,2025-07-04,Tumakuru,Kyathasandra PS,13.3742,77.12602,POCSO,Pending Trial
FIR-522/2025-12aa,2025-06-02,Belagavi Dist,Khadebazar PS,15.84588,74.49559,Theft,Under Investigation
FIR-263/2025-b508,2025-11-09,Mysuru City,Devaraja PS,12.33773,76.65934,Cyber Crime,Pending Trial
FIR-887/2026-3464,2025-12-26,Hubballi Dharwad City,Dharwad Suburban PS,15.34157,75.15788,NDPS,Charge Sheeted
FIR-447/2025-f1c4,2025-09-08,Hubballi Dharwad City,Dharwad Suburban PS,15.38533,75.09724,Cheating,Charge Sheeted
FIR-960/2025-2b89,2025-06-11,Hubballi Dharwad City,Hubballi Town PS,15.341,75.14799,POCSO,Closed
FIR-116/2025-bf18,2025-05-22,Tumakuru,Kyathasandra PS,13.35592,77.14302,Robbery,Closed
FIR-863/2025-304e,2025-09-25,Belagavi Dist,Belagavi Camp PS,15.83586,74.50618,Theft,Closed
FIR-360/2025-4b97,2025-01-14,Belagavi Dist,Tilakwadi PS,15.84886,74.53258,NDPS,Charge Sheeted
FIR-127/2026-dda4,2025-11-28,Tumakuru,Tumakuru Town PS,13.38425,77.13426,Assault,Under Investigation
FIR-108/2026-3f24,2025-07-21,Bengaluru City,Cubbon Park PS,12.9222,77.58235,Cyber Crime,Charge Sheeted
FIR-353/2026-15cd,2025-01-04,Mysuru City,Devaraja PS,12.26954,76.63009,POCSO,Pending Trial
FIR-461/2025-cbcd,2025-09-05,Belagavi Dist,Khadebazar PS,15.82059,74.46194,Cyber Crime,Pending Trial
FIR-436/2025-3462,2025-01-20,Belagavi Dist,Tilakwadi PS,15.87863,74.50656,Assault,Under Investigation
FIR-224/2025-af39,2025-12-17,Bengaluru City,Cubbon Park PS,13.01751,77.63062,Theft,Pending Trial
FIR-567/2026-f3c3,2025-07-05,Mysuru City,Kuvempunagar PS,12.32271,76.59983,Cyber Crime,Pending Trial
FIR-943/2025-29e2,2025-02-10,Hubballi Dharwad City,Hubballi Town PS,15.34,75.15376,Murder,Under Investigation
FIR-199/2025-93e7,2025-09-06,Hubballi Dharwad City,Vidyanagar PS,15.39236,75.14265,NDPS,Pending Trial
FIR-817/2026-6de4,2025-03-15,Tumakuru,Tumakuru Town PS,13.33016,77.07271,Cheating,Under Investigation
FIR-862/2026-e033,2025-10-09,Hubballi Dharwad City,Vidyanagar PS,15.38484,75.11426,POCSO,Under Investigation
FIR-722/2025-80c0,2025-06-12,Mysuru City,Saraswathipuram PS,12.29928,76.66812,Robbery,Charge Sheeted
FIR-703/2025-35b4,2025-09-07,Bengaluru City,Malleswaram PS,12.97421,77.60928,Theft,Under Investigation
FIR-675/2025-0e6f,2025-06-17,Belagavi Dist,Tilakwadi PS,15.86922,74.4483,POCSO,Charge Sheeted
FIR-976/2025-0244,2025-03-27,Belagavi Dist,Belagavi Camp PS,15.88573,74.49968,Cheating,Closed
FIR-122/2026-e0d1,2025-01-27,Belagavi Dist,Khadebazar PS,15.8634,74.50779,NDPS,Pending Trial
FIR-242/2025-a83c,2025-10-13,Belagavi Dist,Khadebazar PS,15.82316,74.4728,NDPS,Pending Trial
FIR-400/2026-6126,2025-06-17,Mysuru City,Saraswathipuram PS,12.31443,76.6476,Robbery,Pending Trial
FIR-386/2025-43ff,2025-09-06,Bengaluru City,Koramangala PS,12.98745,77.6208,NDPS,Pending Trial
FIR-454/2026-39c4,2025-12-31,Mysuru City,Devaraja PS,12.32412,76.64724,NDPS,Pending Trial
FIR-456/2026-383d,2025-02-11,Tumakuru,Tumakuru Town PS,13.33373,77.07559,Theft,Pending Trial
FIR-522/2026-c35e,2025-10-25,Bengaluru City,Malleswaram PS,12.98466,77.5679,Cyber Crime,Closed
FIR-216/2025-e3c5,2025-07-13,Mysuru City,Kuvempunagar PS,12.27519,76.67858,Theft,Charge Sheeted
FIR-646/2026-c00a,2025-02-06,Bengaluru City,Malleswaram PS,12.99848,77.545,Murder,Closed
FIR-395/2026-9253,2025-07-31,Tumakuru,Kyathasandra PS,13.31938,77.10393,NDPS,Pending Trial
FIR-720/2025-78bc,2025-01-22,Belagavi Dist,Belagavi Camp PS,15.87831,74.50144,Assault,Closed
FIR-516/2026-74d5,2025-08-24,Belagavi Dist,Belagavi Camp PS,15.85423,74.52052,Theft,Pending Trial
FIR-825/2026-8644,2025-10-09,Belagavi Dist,Belagavi Camp PS,15.80738,74.47028,Cyber Crime,Pending Trial
FIR-469/2025-55dd,2025-08-30,Hubballi Dharwad City,Vidyanagar PS,15.3502,75.13731,Cheating,Under Investigation
FIR-456/2025-be19,2025-02-20,Hubballi Dharwad City,Hubballi Town PS,15.40792,75.10876,POCSO,Under Investigation
FIR-289/2026-2faf,2025-01-14,Belagavi Dist,Khadebazar PS,15.82879,74.47514,Cyber Crime,Pending Trial
FIR-876/2025-169f,2025-12-31,Mysuru City,Devaraja PS,12.26477,76.64361,Robbery,Under Investigation
FIR-205/2026-d042,2025-08-08,Belagavi Dist,Belagavi Camp PS,15.87438,74.50631,Murder,Under Investigation
FIR-644/2026-9c0e,2025-09-24,Bengaluru City,Indiranagar PS,12.94846,77.61479,Theft,Charge Sheeted
FIR-299/2026-a405,2025-12-06,Tumakuru,Kyathasandra PS,13.30369,77.10606,Theft,Closed
FIR-233/2025-2f47,2025-09-04,Mysuru City,Devaraja PS,12.29639,76.68643,POCSO,Pending Trial
FIR-906/2025-ec35,2025-01-27,Mysuru City,Saraswathipuram PS,12.28042,76.64252,Robbery,Under Investigation
FIR-987/2025-2c6d,2025-04-07,Bengaluru City,Indiranagar PS,12.96352,77.6361,Assault,Pending Trial
FIR-636/2025-1be3,2025-10-26,Tumakuru,Kyathasandra PS,13.36586,77.07385,Murder,Under Investigation
FIR-668/2026-11b4,2025-07-31,Hubballi Dharwad City,Vidyanagar PS,15.37221,75.17019,Cyber Crime,Closed
FIR-871/2026-210b,2025-04-28,Bengaluru City,Malleswaram PS,12.97886,77.57648,Cheating,Pending Trial
FIR-267/2026-f321,2025-03-04,Tumakuru,Tumakuru Town PS,13.36604,77.06429,Theft,Closed
FIR-972/2025-d90d,2025-05-24,Bengaluru City,Indiranagar PS,13.00447,77.62761,Theft,Charge Sheeted
FIR-578/2025-8618,2025-02-18,Tumakuru,Tumakuru Town PS,13.33809,77.08465,POCSO,Pending Trial
FIR-396/2025-b2fd,2025-06-05,Mysuru City,Devaraja PS,12.25935,76.65994,Robbery,Under Investigation
FIR-176/2025-0b6c,2025-08-17,Belagavi Dist,Khadebazar PS,15.8789,74.51416,POCSO,Charge Sheeted
FIR-327/2025-4918,2025-04-14,Bengaluru City,Malleswaram PS,12.93002,77.54763,Murder,Charge Sheeted
FIR-406/2025-d3a1,2025-06-05,Mysuru City,Saraswathipuram PS,12.32004,76.68934,Theft,Under Investigation
FIR-771/2026-be7e,2025-11-09,Hubballi Dharwad City,Hubballi Town PS,15.36665,75.16515,Robbery,Charge Sheeted
FIR-516/2025-c998,2025-07-20,Tumakuru,Kyathasandra PS,13.38253,77.11694,Cheating,Closed
FIR-538/2026-27ed,2025-08-31,Tumakuru,Tumakuru Town PS,13.31933,77.135,Assault,Charge Sheeted
FIR-624/2025-03f9,2025-02-12,Bengaluru City,Koramangala PS,12.93069,77.60821,Cheating,Closed
FIR-226/2025-51ec,2025-08-20,Bengaluru City,Indiranagar PS,13.00548,77.64366,Cyber Crime,Closed
FIR-550/2025-6ffd,2025-12-22,Hubballi Dharwad City,Vidyanagar PS,15.35054,75.1209,Cheating,Charge Sheeted
FIR-135/2025-a46e,2025-07-04,Hubballi Dharwad City,Dharwad Suburban PS,15.35057,75.16277,POCSO,Pending Trial
FIR-397/2026-1f77,2025-09-14,Hubballi Dharwad City,Vidyanagar PS,15.32816,75.17051,POCSO,Under Investigation
FIR-479/2026-9e60,2025-07-10,Bengaluru City,Koramangala PS,12.94675,77.55352,Cyber Crime,Closed
FIR-628/2025-7f0a,2025-05-06,Tumakuru,Kyathasandra PS,13.35741,77.05972,Murder,Charge Sheeted
FIR-576/2026-12f9,2025-08-20,Hubballi Dharwad City,Dharwad Suburban PS,15.34153,75.1584,POCSO,Under Investigation
FIR-449/2026-8a78,2025-09-20,Hubballi Dharwad City,Vidyanagar PS,15.37334,75.11812,Cyber Crime,Charge Sheeted
FIR-386/2025-b6b8,2025-04-18,Bengaluru City,Cubbon Park PS,12.9886,77.55818,POCSO,Pending Trial
FIR-940/2025-9063,2025-12-08,Bengaluru City,Cubbon Park PS,13.00125,77.58812,Cyber Crime,Pending Trial
FIR-485/2025-9c71,2025-11-30,Tumakuru,Tumakuru Town PS,13.37721,77.08964,Cheating,Charge Sheeted
FIR-524/2025-cb4d,2025-02-04,Tumakuru,Tumakuru Town PS,13.38174,77.0996,Cyber Crime,Pending Trial
FIR-254/2026-6633,2025-10-06,Mysuru City,Saraswathipuram PS,12.30266,76.65649,Assault,Pending Trial
FIR-688/2025-06cd,2025-03-30,Hubballi Dharwad City,Vidyanagar PS,15.33676,75.14059,Assault,Closed
FIR-892/2026-7bd0,2025-03-28,Tumakuru,Tumakuru Town PS,13.36332,77.06487,Cyber Crime,Charge Sheeted
FIR-576/2025-996e,2025-09-01,Tumakuru,Kyathasandra PS,13.34773,77.09359,POCSO,Under Investigation
FIR-980/2025-f5fb,2025-06-19,Belagavi Dist,Belagavi Camp PS,15.87389,74.53312,Robbery,Pending Trial
FIR-623/2025-0f4e,2025-10-11,Mysuru City,Kuvempunagar PS,12.29025,76.63369,Theft,Charge Sheeted
FIR-114/2026-5ca8,2025-03-29,Belagavi Dist,Tilakwadi PS,15.87476,74.44803,NDPS,Charge Sheeted
FIR-847/2026-9cdb,2025-10-25,Tumakuru,Kyathasandra PS,13.29986,77.0614,Cyber Crime,Closed
FIR-917/2026-86ac,2025-07-31,Bengaluru City,Malleswaram PS,12.99932,77.55146,Murder,Under Investigation
FIR-344/2026-c866,2025-11-12,Belagavi Dist,Khadebazar PS,15.84298,74.54064,Cheating,Charge Sheeted
FIR-783/2025-8154,2025-09-17,Bengaluru City,Cubbon Park PS,13.00654,77.62077,Theft,Closed
FIR-400/2025-979b,2025-08-24,Tumakuru,Kyathasandra PS,13.37975,77.06845,Theft,Closed
FIR-967/2026-107a,2025-07-21,Belagavi Dist,Khadebazar PS,15.89391,74.48913,Assault,Closed
FIR-107/2025-8837,2025-12-03,Bengaluru City,Malleswaram PS,12.95307,77.58754,Murder,Under Investigation
FIR-731/2025-e9dd,2025-04-19,Belagavi Dist,Khadebazar PS,15.81109,74.46074,Murder,Pending Trial
FIR-178/2026-7572,2025-01-06,Belagavi Dist,Belagavi Camp PS,15.89131,74.47406,Cyber Crime,Under Investigation
FIR-587/2026-f807,2025-07-09,Belagavi Dist,Belagavi Camp PS,15.88074,74.46275,Assault,Under Investigation
FIR-354/2026-c5f6,2025-09-26,Bengaluru City,Indiranagar PS,12.92194,77.56401,Robbery,Under Investigation
FIR-616/2025-0993,2025-04-14,Bengaluru City,Cubbon Park PS,12.97288,77.63464,Assault,Charge Sheeted
FIR-786/2026-5c91,2025-10-05,Tumakuru,Kyathasandra PS,13.354,77.13354,Cheating,Under Investigation
FIR-926/2025-7d25,2025-09-08,Belagavi Dist,Belagavi Camp PS,15.89267,74.5323,Assault,Charge Sheeted
FIR-671/2025-da9c,2025-04-28,Hubballi Dharwad City,Dharwad Suburban PS,15.31485,75.14934,Cyber Crime,Closed
FIR-245/2026-8804,2025-07-02,Tumakuru,Tumakuru Town PS,13.33173,77.08523,Theft,Under Investigation
FIR-949/2025-9e44,2025-12-05,Belagavi Dist,Belagavi Camp PS,15.88419,74.50091,NDPS,Under Investigation
FIR-759/2026-c007,2025-03-19,Tumakuru,Tumakuru Town PS,13.34191,77.05862,Cheating,Closed
FIR-447/2025-4c77,2025-12-31,Mysuru City,Saraswathipuram PS,12.28642,76.65228,Cyber Crime,Charge Sheeted
FIR-977/2026-c01d,2025-11-21,Mysuru City,Devaraja PS,12.336,76.68561,NDPS,Closed
FIR-570/2026-e218,2025-06-25,Bengaluru City,Indiranagar PS,12.96109,77.62719,Murder,Charge Sheeted
FIR-166/2025-d44f,2025-05-06,Belagavi Dist,Tilakwadi PS,15.88397,74.51278,NDPS,Under Investigation
FIR-332/2025-9e60,2025-02-06,Belagavi Dist,Belagavi Camp PS,15.89949,74.51447,Robbery,Pending Trial
FIR-277/2025-199c,2025-07-13,Mysuru City,Devaraja PS,12.27759,76.68098,Assault,Closed
FIR-110/2026-7d79,2025-01-20,Belagavi Dist,Khadebazar PS,15.87636,74.46308,Cheating,Pending Trial
FIR-272/2025-2e41,2025-09-03,Bengaluru City,Koramangala PS,13.01827,77.62894,POCSO,Pending Trial
FIR-138/2025-d3f0,2025-10-05,Belagavi Dist,Tilakwadi PS,15.86319,74.53333,Assault,Pending Trial
FIR-316/2026-ba4b,2025-01-31,Belagavi Dist,Belagavi Camp PS,15.84693,74.47978,Assault,Closed
FIR-288/2026-97de,2025-05-23,Tumakuru,Kyathasandra PS,13.34856,77.06807,Cheating,Charge Sheeted
FIR-345/2025-9282,2025-12-22,Hubballi Dharwad City,Dharwad Suburban PS,15.3203,75.15792,Robbery,Closed
FIR-956/2026-d1ad,2025-09-10,Tumakuru,Kyathasandra PS,13.3743,77.12993,Robbery,Charge Sheeted
FIR-853/2025-2f3c,2025-11-22,Tumakuru,Tumakuru Town PS,13.32773,77.08962,NDPS,Pending Trial
FIR-257/2026-55e8,2025-11-25,Tumakuru,Tumakuru Town PS,13.34411,77.13529,Murder,Closed
FIR-404/2025-f42c,2025-06-11,Mysuru City,Saraswathipuram PS,12.33623,76.63827,POCSO,Pending Trial
FIR-725/2026-3f28,2025-05-09,Tumakuru,Tumakuru Town PS,13.36505,77.11885,NDPS,Closed
FIR-629/2025-eae2,2025-08-13,Mysuru City,Kuvempunagar PS,12.3432,76.66653,Cheating,Under Investigation
FIR-242/2025-8d09,2025-06-20,Belagavi Dist,Belagavi Camp PS,15.84406,74.51928,Cyber Crime,Pending Trial
FIR-754/2026-be8c,2025-02-18,Mysuru City,Devaraja PS,12.30765,76.67131,Robbery,Charge Sheeted
FIR-683/2026-cd2e,2025-10-22,Hubballi Dharwad City,Dharwad Suburban PS,15.41057,75.09022,Cyber Crime,Under Investigation
FIR-910/2026-3e80,2025-06-15,Belagavi Dist,Belagavi Camp PS,15.87265,74.47039,POCSO,Charge Sheeted
FIR-628/2026-5c0b,2025-05-11,Bengaluru City,Indiranagar PS,12.97269,77.59321,Theft,Under Investigation
FIR-186/2026-1118,2025-02-14,Hubballi Dharwad City,Dharwad Suburban PS,15.39689,75.1664,Cheating,Under Investigation
FIR-212/2026-9c79,2025-01-10,Tumakuru,Kyathasandra PS,13.34127,77.09906,Robbery,Charge Sheeted
FIR-832/2025-7af7,2025-08-30,Tumakuru,Tumakuru Town PS,13.32762,77.15072,NDPS,Pending Trial
FIR-687/2025-e419,2025-05-02,Tumakuru,Kyathasandra PS,13.2994,77.09246,POCSO,Closed
FIR-640/2025-9680,2025-07-14,Belagavi Dist,Tilakwadi PS,15.81699,74.45678,NDPS,Pending Trial
FIR-769/2026-7031,2025-07-25,Belagavi Dist,Tilakwadi PS,15.82631,74.48045,Theft,Pending Trial
FIR-715/2025-6bb2,2025-03-04,Hubballi Dharwad City,Hubballi Town PS,15.35766,75.08867,NDPS,Under Investigation
FIR-200/2025-bd1d,2025-02-24,Mysuru City,Kuvempunagar PS,12.32779,76.62299,Assault,Closed
FIR-472/2026-7637,2025-04-27,Belagavi Dist,Tilakwadi PS,15.80084,74.44835,Murder,Pending Trial
FIR-953/2025-dfea,2025-07-04,Belagavi Dist,Belagavi Camp PS,15.8927,74.46444,POCSO,Charge Sheeted
FIR-689/2025-7617,2025-05-27,Belagavi Dist,Tilakwadi PS,15.857,74.51536,Cyber Crime,Charge Sheeted
FIR-318/2026-1e6f,2025-06-14,Belagavi Dist,Khadebazar PS,15.83119,74.4716,NDPS,Pending Trial
FIR-573/2025-2414,2025-07-25,Tumakuru,Tumakuru Town PS,13.33021,77.1334,Cyber Crime,Charge Sheeted
FIR-804/2026-1693,2025-10-05,Tumakuru,Tumakuru Town PS,13.31437,77.13596,Murder,Closed
FIR-824/2025-f178,2025-04-28,Hubballi Dharwad City,Hubballi Town PS,15.40567,75.14255,Cheating,Under Investigation
FIR-980/2026-d9c0,2025-09-11,Bengaluru City,Cubbon Park PS,12.94766,77.54868,Cheating,Pending Trial
FIR-181/2026-59bd,2025-11-09,Belagavi Dist,Khadebazar PS,15.82822,74.50038,Theft,Charge Sheeted
FIR-990/2025-d349,2025-08-15,Belagavi Dist,Khadebazar PS,15.86969,74.48621,Cheating,Closed
FIR-989/2026-f1b8,2025-12-26,Mysuru City,Kuvempunagar PS,12.33223,76.6347,Assault,Closed
FIR-371/2026-5057,2025-10-16,Bengaluru City,Koramangala PS,13.02081,77.6031,Theft,Under Investigation
FIR-641/2026-0dda,2025-12-17,Mysuru City,Devaraja PS,12.2986,76.63522,Robbery,Charge Sheeted
FIR-891/2025-8e0a,2025-03-05,Belagavi Dist,Belagavi Camp PS,15.80053,74.53488,Assault,Under Investigation
FIR-569/2026-072b,2025-02-25,Bengaluru City,Cubbon Park PS,12.92991,77.56467,Murder,Under Investigation
FIR-268/2026-ffd6,2025-02-11,Mysuru City,Devaraja PS,12.26903,76.64233,POCSO,Pending Trial
FIR-812/2025-a40c,2025-10-08,Belagavi Dist,Tilakwadi PS,15.83898,74.45647,Theft,Pending Trial
FIR-594/2026-8ef6,2025-12-17,Hubballi Dharwad City,Vidyanagar PS,15.32032,75.17045,Assault,Under Investigation
FIR-146/2025-e3c8,2025-03-28,Tumakuru,Tumakuru Town PS,13.3161,77.14455,Theft,Under Investigation
FIR-284/2025-503d,2025-12-21,Hubballi Dharwad City,Vidyanagar PS,15.38525,75.14642,Theft,Under Investigation
FIR-310/2026-1d47,2025-04-19,Tumakuru,Tumakuru Town PS,13.34337,77.13268,Cyber Crime,Pending Trial
FIR-822/2025-3196,2025-08-09,Bengaluru City,Indiranagar PS,13.01438,77.60452,Assault,Under Investigation
FIR-381/2025-e573,2025-01-14,Mysuru City,Kuvempunagar PS,12.30692,76.60318,POCSO,Under Investigation
FIR-443/2025-81d1,2025-09-24,Mysuru City,Kuvempunagar PS,12.33965,76.61042,Theft,Charge Sheeted
FIR-455/2026-2b7e,2025-09-08,Hubballi Dharwad City,Hubballi Town PS,15.38698,75.11976,Murder,Charge Sheeted
FIR-228/2025-391a,2025-01-11,Belagavi Dist,Khadebazar PS,15.85725,74.5389,Murder,Charge Sheeted
FIR-486/2026-6b09,2025-08-14,Bengaluru City,Koramangala PS,12.92214,77.55676,POCSO,Charge Sheeted
FIR-401/2025-7a68,2025-06-27,Belagavi Dist,Khadebazar PS,15.8165,74.50003,Robbery,Charge Sheeted
FIR-247/2025-d3e0,2025-08-25,Mysuru City,Saraswathipuram PS,12.2915,76.58967,POCSO,Under Investigation
FIR-571/2026-2d46,2025-09-27,Hubballi Dharwad City,Hubballi Town PS,15.41367,75.1342,Theft,Closed
FIR-364/2026-719e,2025-01-08,Tumakuru,Kyathasandra PS,13.33936,77.10403,Murder,Pending Trial
FIR-706/2026-b6de,2025-01-07,Bengaluru City,Cubbon Park PS,12.98307,77.59023,Cyber Crime,Under Investigation
FIR-298/2025-1bcc,2025-07-23,Bengaluru City,Malleswaram PS,12.92722,77.61476,Robbery,Closed
FIR-523/2026-fc54,2025-10-03,Belagavi Dist,Belagavi Camp PS,15.81345,74.49408,Cheating,Charge Sheeted
FIR-855/2025-47f1,2025-07-07,Mysuru City,Kuvempunagar PS,12.327,76.63144,Cyber Crime,Charge Sheeted
FIR-304/2026-1938,2025-06-05,Tumakuru,Tumakuru Town PS,13.29021,77.06849,Assault,Closed
FIR-515/2026-ce74,2025-12-07,Hubballi Dharwad City,Vidyanagar PS,15.39526,75.12488,Assault,Under Investigation
FIR-836/2025-2332,2025-02-21,Hubballi Dharwad City,Dharwad Suburban PS,15.33662,75.09564,Cyber Crime,Charge Sheeted
FIR-920/2025-164c,2025-03-02,Mysuru City,Saraswathipuram PS,12.33754,76.6839,Cheating,Charge Sheeted
FIR-387/2025-797f,2025-01-20,Hubballi Dharwad City,Vidyanagar PS,15.3746,75.14367,Cheating,Charge Sheeted
FIR-574/2026-d025,2025-04-25,Mysuru City,Saraswathipuram PS,12.28207,76.66774,Cyber Crime,Charge Sheeted
FIR-777/2026-d365,2025-04-16,Belagavi Dist,Tilakwadi PS,15.86628,74.47226,POCSO,Under Investigation
FIR-514/2025-b993,2025-04-16,Hubballi Dharwad City,Hubballi Town PS,15.35602,75.1621,Cyber Crime,Charge Sheeted
FIR-412/2026-452e,2025-05-01,Mysuru City,Kuvempunagar PS,12.34026,76.61499,Cheating,Charge Sheeted
FIR-126/2025-5f66,2025-08-08,Bengaluru City,Malleswaram PS,13.01073,77.63878,Cyber Crime,Pending Trial
FIR-109/2026-8104,2025-04-04,Tumakuru,Kyathasandra PS,13.38794,77.12568,Assault,Pending Trial
FIR-154/2026-5fca,2025-07-29,Belagavi Dist,Tilakwadi PS,15.83106,74.48098,Assault,Pending Trial
FIR-170/2025-9438,2025-11-12,Mysuru City,Devaraja PS,12.33126,76.64264,Theft,Charge Sheeted
FIR-803/2026-a6b3,2025-04-12,Hubballi Dharwad City,Vidyanagar PS,15.40239,75.1619,Cheating,Charge Sheeted
FIR-996/2025-7d0d,2025-02-17,Mysuru City,Kuvempunagar PS,12.27884,76.67495,Robbery,Under Investigation
FIR-411/2026-6544,2025-05-20,Mysuru City,Saraswathipuram PS,12.28385,76.62508,Murder,Charge Sheeted
FIR-354/2025-e5c9,2025-11-26,Belagavi Dist,Belagavi Camp PS,15.85118,74.54341,Murder,Charge Sheeted
FIR-112/2025-1d87,2025-12-31,Bengaluru City,Malleswaram PS,12.92451,77.54505,Robbery,Under Investigation
FIR-180/2025-9800,2025-01-20,Tumakuru,Tumakuru Town PS,13.36645,77.0537,Assault,Pending Trial
FIR-164/2026-a73f,2025-04-18,Bengaluru City,Malleswaram PS,13.01602,77.63663,Robbery,Charge Sheeted
FIR-461/2026-7cd7,2025-06-02,Tumakuru,Tumakuru Town PS,13.36027,77.10935,NDPS,Charge Sheeted
FIR-407/2026-91f3,2025-04-23,Bengaluru City,Cubbon Park PS,12.99767,77.64051,Theft,Charge Sheeted
FIR-120/2026-3141,2025-07-01,Hubballi Dharwad City,Vidyanagar PS,15.40846,75.11679,Cyber Crime,Charge Sheeted
FIR-142/2026-445d,2025-03-01,Belagavi Dist,Tilakwadi PS,15.81406,74.49699,Cheating,Closed
FIR-636/2025-4514,2025-03-28,Bengaluru City,Malleswaram PS,12.96658,77.60177,Robbery,Charge Sheeted
FIR-574/2026-d519,2025-11-05,Tumakuru,Kyathasandra PS,13.3296,77.11377,Theft,Closed
FIR-559/2025-54a6,2025-12-13,Belagavi Dist,Khadebazar PS,15.89171,74.52747,Cheating,Pending Trial
FIR-297/2026-c16a,2025-07-14,Tumakuru,Kyathasandra PS,13.36084,77.09987,Assault,Charge Sheeted
FIR-912/2025-4a22,2025-07-20,Hubballi Dharwad City,Vidyanagar PS,15.39237,75.16285,Cyber Crime,Charge Sheeted
FIR-708/2026-43a7,2025-07-15,Belagavi Dist,Tilakwadi PS,15.87458,74.51916,NDPS,Pending Trial
FIR-719/2026-11f7,2025-11-24,Bengaluru City,Malleswaram PS,12.97111,77.64216,Robbery,Charge Sheeted
FIR-963/2026-779b,2025-10-07,Bengaluru City,Cubbon Park PS,12.99458,77.59408,Cheating,Under Investigation
FIR-955/2025-e7aa,2025-02-15,Bengaluru City,Cubbon Park PS,13.02103,77.61608,Assault,Charge Sheeted
FIR-831/2026-220d,2025-09-19,Belagavi Dist,Belagavi Camp PS,15.83885,74.48724,POCSO,Under Investigation
FIR-987/2025-cc50,2025-02-04,Hubballi Dharwad City,Dharwad Suburban PS,15.35694,75.17377,POCSO,Charge Sheeted
FIR-269/2026-c6a1,2025-08-24,Bengaluru City,Cubbon Park PS,12.99828,77.59715,Assault,Pending Trial
FIR-754/2026-7c81,2025-08-07,Hubballi Dharwad City,Dharwad Suburban PS,15.32525,75.08478,Cyber Crime,Under Investigation
FIR-365/2025-9424,2025-12-25,Hubballi Dharwad City,Vidyanagar PS,15.39918,75.17346,Murder,Closed
FIR-907/2025-82c8,2025-05-26,Belagavi Dist,Khadebazar PS,15.86006,74.54065,Murder,Under Investigation
FIR-791/2025-4e71,2025-09-02,Hubballi Dharwad City,Dharwad Suburban PS,15.39794,75.12537,POCSO,Under Investigation
FIR-750/2026-9b81,2025-04-20,Hubballi Dharwad City,Hubballi Town PS,15.39906,75.15978,POCSO,Charge Sheeted
FIR-308/2026-2547,2025-01-26,Hubballi Dharwad City,Dharwad Suburban PS,15.37622,75.0796,Theft,Closed
FIR-350/2025-62cf,2025-12-23,Hubballi Dharwad City,Vidyanagar PS,15.40866,75.11327,POCSO,Under Investigation
FIR-447/2026-a1ba,2025-08-06,Belagavi Dist,Tilakwadi PS,15.85758,74.50512,Cyber Crime,Pending Trial
FIR-167/2025-9d8f,2025-03-21,Belagavi Dist,Belagavi Camp PS,15.83898,74.51724,POCSO,Under Investigation
