Sl No.,Date,Ministry (Kannada),Ministry (English Translation),Subject (Kannada),Subject (English Translation),MLA name (Kannada),MLA name (English Translation)
3966,07/06/2017,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಹಾವೇರಿ ಜಿಲ್ಲೆಯ ಹಿರೇಕೆರೂರು ತಾಲ್ಲೂಕಿನ ಕ್ರೀಡಾಂಗಣ ಮತ್ತು ಅಲ್ಲಿ ಕೈಗೊಂಡಿರುವ ಒಳ ಕ್ರೀಡಾಂಗಣ ಕಾಮಗಾರಿ ಕುರಿತು,Stadium in Hirekeraru taluk in Haveri district and on the inner stadium construction there,ಸಂಕನೂರ .ಎಸ್.ವ್ಹಿ,Sankanura S V
3967,07/06/2017,ಮಧ್ಯಮ,Moderate,ನೂತನ ನೀರಾವರಿ ಯೋಜನೆ ಮತ್ತು ಅನುಷ್ಠಾನದ ಬಗ್ಗೆ,About the new irrigation project and implementation,ಸೋಮಣ್ಣ .ವಿ,Somanna V
3968,07/06/2017,ಕಂದಾಯ,Revenue,ತೀವ್ರ ಬರಗಾಲದಿಂದ ಉಂಟಾಗಿರುವ ಮೇವು ಸಮಸ್ಯೆ ಮತ್ತು ಪರಿಹಾರ ಕುರಿತು,About fodder problems and relief from severe drought,ಸೋಮಣ್ಣ .ವಿ,Somanna V
3969,07/06/2017,ಅರಣ್ಯ,Forest,ವನ್ಯ ಜೀವಿಗಳು ರೈತರ ಹೊಲಗಳಿಗೆ ಬರದಂತೆ ತಡೆಯುವ ಬಗ್ಗೆ,About preventing wildlife from falling into the fields of farmers,ಸೋಮಣ್ಣ ಮ ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3970,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ರಾಜ್ಯದಲ್ಲಿ ಕೆರೆಗಳ ಹೂಳೆತ್ತುವ ಬಗ್ಗೆ,About the dredging of lakes in the state,ಸೋಮಣ್ಣ ಮ ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3971,07/06/2017,ಮೀನುಗಾರಿಕೆ,Fishing,ರೈತರು ಮೀನುಗಾರಿಕೆ ಕೃಷಿ ಮಾಡುವ ಬಗ್ಗೆ,Farmers are about fishing farming,ಸೋಮಣ್ಣ ಮ ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3972,07/06/2017,ಕಂದಾಯ,Revenue,ಹಾವೇರಿ ಜಿಲ್ಲೆಯಲ್ಲಿ ಅಕ್ರಮ-ಸಕ್ಕರಮ ಯೋಜನೆಯ ಬಗ್ಗೆ,About the illegal-Sakkaram project in Haveri district,ಸೋಮಣ್ಣ ಮ ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3973,07/06/2017,ಕಂದಾಯ,Revenue,ಡಿ-ನೋಟಿಫಿಕೇಷನ್ ಬಗ್ಗೆ,About de-notification,ಸೋಮಣ್ಣ ಮ ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3974,07/06/2017,ಕಂದಾಯ,Revenue,ಪಹಣಿಯ ಕುರಿತು,About caution,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3975,07/06/2017,ಕಂದಾಯ,Revenue,ಭೂಮಾಪಕರ ಹುದ್ದೆಗಳ ಕುರಿತು,About Earthquake Posts,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3976,07/06/2017,ಕಾರ್ಮಿಕ,Labor,ಕಾರ್ಖಾನೆಯಲ್ಲಿ ದುಡಿಯುತ್ತಿರುವ ಮಹಿಳೆಯರ ಬಗ್ಗೆ,About women working in the factory,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3977,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ಜವಳಿ ಪಾರ್ಕ್‌ಗಳ ಬಗ್ಗೆ,About Textile Parks,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3978,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ಮಾಧವ ಮಂತ್ರಿ ಅಣೆಕಟ್ಟಿನ ದುರಸ್ತಿ,Madhava mining dam repair,ನಾಗರಾಜ್ .ಎಸ್,Nagaraja S
3979,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಯ ಕೆರೆಗಳಿಗೆ ನೀರು ತುಂಬಿಸುವುದು,Watering lakes in the Chamarajanagar district,ನಾಗರಾಜ್ .ಎಸ್,Nagaraja S
3980,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ಚಾಮರಾಜೇಶ್ವರಿ ದೇವಾಲಯದ ಜೀರ್ನೋದ್ಧಾರದ ಬಗ್ಗೆ,About the Embroidery of the Chamarajeshwari Temple,ನಾಗರಾಜ್ .ಎಸ್,Nagaraja S
3981,07/06/2017,ನೀರಾವರಿ,Irrigation,ನೀರಿನ ಸಂಗ್ರಹಣೆ ಬಗ್ಗೆ,About water storage,ನಿರಾಣಿ ಹಣಮಂತ್ ರುದ್ರಪ್ಪ,Nirani Hanumanth Rudrappa
3982,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ಆಲಮಟ್ಟಿ ಜಲಾಶಯದಿಂದ ಅವೈಜ್ಞಾನಿಕವಾಗಿ ನೀರನ್ನು ಬಿಟ್ಟಿರುವ ಬಗ್ಗೆ,About watering the water from the Alamatti reservoir,ನಿರಾಣಿ ಹಣಮಂತ್ ರುದ್ರಪ್ಪ,Nirani Hanumanth Rudrappa
3983,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ಜಲಾಶಯಗಳ ನೀರಿನ ಮಟ್ಟ,Water level of reservoirs,ನಿರಾಣಿ ಹಣಮಂತ್ ರುದ್ರಪ್ಪ,Nirani Hanumanth Rudrappa
3984,07/06/2017,ಕಂದಾಯ,Revenue,ಗಶಾಲೆಗಳ ಬಗ್ಗೆ,About the garches,ನಿರಾಣಿ ಹಣಮಂತ್ ರುದ್ರಪ್ಪ,Nirani Hanumanth Rudrappa
3985,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ಜಲಾಶಯದಲ್ಲಿ ನೀರಿನ ಸಂಗ್ರಹಣೆ,Water storage in the reservoir,ನಿರಾಣಿ ಹಣಮಂತ್ ರುದ್ರಪ್ಪ,Nirani Hanumanth Rudrappa
3986,07/06/2017,ಮಧ್ಯಮ ನೀರಾವರಿ,Medium irrigation,ಕೆರೆಗಳಿಗೆ ನೀರುಣಿಸುವ ಕುರಿತು,About watering the lakes,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3987,07/06/2017,ಕಂದಾಯ,Revenue,ರಾಷ್ಟ್ರೀಯ ಕುಟುಂಬ ನೆರವು ಯೋಜನೆ,National Family Assistance Scheme,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3988,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಕೆರೆ ನಿರ್ಮಾಣ ಮಾಡುವ ಕುರಿತು,About building a lake,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3989,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ದವಸ್ಥಾನಗಳ ವ್ಯವಸ್ಥಾಪನಾ ಸಮಿತಿಗಳ ಕುರಿತು,About Dissociation Management Committees,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3990,07/06/2017,ಕಂದಾಯ,Revenue,ಪಹಣಿ ಪತ್ರಗಳನ್ನು ಪಡೆಯುವ ಕುರಿತು,About receiving papers,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3991,07/06/2017,ಕಂದಾಯ,Revenue,ನೋಂದಾಣಾಧಿಕಾರಿಗಳ ಕಛೇರಿಗಳ ಕುರಿತು,About Officers' Offices,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
3992,07/06/2017,ಕಂದಾಯ,Revenue,ಹೇಮಾವತಿ ಜಲಾಶಯ ಯೋಜನೆಯಲ್ಲಿ ನಿರಾಶ್ರಿತರ ಕುರಿತು,About refugees in the Hemavathi reservoir project,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
3993,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ರಾಜ್ಯದ ದೇವಸ್ಥಾನಗಳ ಕುರಿತು,About State Temples,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
3994,07/06/2017,ಕಂದಾಯ,Revenue,ಭೂ ಕಂದಾಯ ೧೯೬೪ ರಡಿ ದಾಖಲಾಗಿರುವ ಅರ್ಜಿಗಳ ಬಗ್ಗೆ,Registration of applications filed under Land Revenue 1964,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
3995,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ವಾರಾಹಿ ನೀರಾವರಿ ಯೋಜನೆಯ ಭೂ ಸ್ವಾಧೀನತೆಯ ಅವಶ್ಯಕತೆಯ ಕುರಿತು,About the Land Acquisition of the Varahi Irrigation Project,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3996,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ವಾರಾಹಿ ಯೋಜನೆಯನ್ನು ಕಾಲಮಿತಿಯಲ್ಲಿ ಪೂರ್ಣಗೊಳಿಸುವ ಕುರಿತು,About completing the Varahi project over time,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3997,07/06/2017,ಕಂದಾಯ,Revenue,ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲೆಯ ಅಕ್ರಮ ಸಕ್ರಮ ಸಮಿತಿಯ ಸಭೆ ಕುರಿತು,About Meeting of the Illegal Secretariat Committee in Dakshina Kannada District,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3998,07/06/2017,ಕಂದಾಯ,Revenue,ಉಡುಪಿ ಜಿಲ್ಲೆಯ ಅಕ್ರಮ ಸಕ್ರಮ ಸಮಿತಿಯ ಸಭೆ ಕುರಿತು,About Meeting of the illegal legal committee in Udupi district,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3999,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಹಮ್ಮಾಡಿ ಕಟ್ ಬಂಟ್ವಾಡಿಯಲ್ಲಿರುವ ಉಪ್ಪು ನೀರು ತಡೆ ಕಿಂಡಿ ಅಣೆಕಟ್ಟೆಯ ಕುರಿತು,The salt water barrier canal dam on the Hammadi Cut Bantwada,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
4000,07/06/2017,ಕಾರ್ಮಿಕ,Labor,ಕಾರ್ಮಿಕರ ಕಲ್ಯಾಣ ಕುರಿತು,About Labor Welfare,ಪುಟ್ಟಸ್ವಾಮಿ .ಬಿ.ಜೆ,Puttaswamy B J
4001,07/06/2017,ಕಂದಾಯ,Revenue,ಭದ್ರತಾ ಯೋಜನೆಗಳ ಬಗ್ಗೆ,About Security Plans,ಪುಟ್ಟಸ್ವಾಮಿ .ಬಿ.ಜೆ,Puttaswamy B J
4002,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಸಣ್ಣ ನೀರಾವರಿ ಯೋಜನೆಗಳ ಬಗ್ಗೆ,About Small Irrigation Projects,ಪುಟ್ಟಸ್ವಾಮಿ .ಬಿ.ಜೆ,Puttaswamy B J
4003,07/06/2017,ಕರ್ಮಿಕ,The work,ಕಾರ್ಮಿಕರ ಕನಿಷ್ಠ ವೇತನದ ಬಗ್ಗೆ,About the minimum wage of workers,ಶರವಣ .ಟಿ.ಎ,Sharavana T A
4004,07/06/2017,ಅರಣ್ಯ,Forest,ವಿದ್ಯುತ್ ಆಘಾತದಿಂದ ಪ್ರಾಣಿಗಳು ಸಾವನ್ನಪ್ಪುತ್ತಿರುವ ಬಗ್ಗೆ,About the death of animals due to electric shock,ಶರವಣ .ಟಿ.ಎ,Sharavana T A
4005,07/06/2017,ಅರಣ್ಯ,Forest,ಪ್ರಾಣಿಗಳ ಅನುಮಾನಸ್ಪದ ಸಾವಿನ ಬಗ್ಗೆ,About the suspicious death of animals,ಶರವಣ .ಟಿ.ಎ,Sharavana T A
4006,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ತಿರುಮಲ- ತಿರುಪತಿಯ ಕರ್ನಾಟಕ ಜಾಗದ ಬಗ್ಗೆ,About Tirumala Tirupati Karnataka,ಶರವಣ .ಟಿ.ಎ,Sharavana T A
4007,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ಶ್ರೀ ಕಾರಂಜಿ ಆಚಿಜನೇಯಸ್ವಾಮಿ ದೇವಾಲಯದಲ್ಲಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ ಬಗ್ಗೆ,About building a community hall at Sri Karanji Achanheneswamy Temple,ಶರವಣ .ಟಿ.ಎ,Sharavana T A
4008,07/06/2017,ಕಂದಾಯ,Revenue,ಸರ್ಕಾರದಿಂದ ಸಂಘ ಸಂಸ್ಥೆಗಳಿಗೆ ಮಂಜೂರಾದ ಜಮೀನು ಬಗ್ಗೆ,About the land sanctioned by the government by the Association,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
4009,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಕರ್ನಾಟಕ ಭೂಸುಧಾರಣೆ ಕಾಯ್ದೆ ಅನುಷ್ಠಾನ ಕುರಿತು,About the implementation of Karnataka Land Reforms Act,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
4010,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಕೆರೆಗಳ ಹೂಳೆತ್ತುವ ಕಾಮಗಾರಿಗೆ ನಿಗಧಿಪಡಿಸಿದ ಅನುದಾನದ ಬಗ್ಗೆ,Provision of fixed deposits for lakes and ponds,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
4011,07/06/2017,ಅರಣ್ಯ,Forest,ಸರ್ಕಾರಿ ಜಮೀನನ್ನು ಅರಣ್ಯ ಇಲಾಖೆಗೆ ನೀಡುವ ಕುರಿತು,About granting government land to the Forest Department,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
4012,07/06/2017,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕೊಡಗು ಜಿಲ್ಲೆಯಲ್ಲಿರುವ ಹಾಕಿ ಪ್ರತಿಭೆಗಳನ್ನು ಪ್ರೋತ್ಸಾಹಿಸುವ ಕುರಿತು,About encouraging hockey talent in Kodagu district,ವೀಣಾ ಅಚ್ಚಯ್ಯ .ಎಸ್,Veena achchaiah S
4013,07/06/2017,ಮೀನುಗಾರಿಕೆ,Fishing,ಕೊಡಗು ಜಿಲ್ಲೆಯಲ್ಲಿ ಮೀನುಗಾರಿಕೆ ಅಭಿವೃದ್ಧಿ ಕುರಿತು,About fishing development in Kodagu district,ವೀಣಾ ಅಚ್ಚಯ್ಯ .ಎಸ್,Veena achchaiah S
4014,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ಕೊಡಗು ಜಿಲ್ಲೆಯ ಮುಜರಾಯಿ ದೇವಸ್ಥಾನಗಳ ಕುರಿತು,About Muzarai Temples in Kodagu District,ವೀಣಾ ಅಚ್ಚಯ್ಯ .ಎಸ್,Veena achchaiah S
4015,07/06/2017,ಅರಣ್ಯ,Forest,ಕೊಡಗು ಜಿಲ್ಲೆಯ ಜೀವವೈವಿದ್ಯತೆ ಸಂರಕ್ಷಣೆ ಕುರಿತು,About Conservation of Biodiversity in Kodagu District,ವೀಣಾ ಅಚ್ಚಯ್ಯ .ಎಸ್,Veena achchaiah S
4016,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಕೊಡಗು ಜಿಲ್ಲೆಯ ಸಣ್ಣ ನೀರಾವರಿ ಇಲಾಖೆ ವ್ಯಾಪ್ತಿಯ ಕೆರೆಗಳ ಹೂಳು ತೆಗೆಯುವ ಕುರಿತು,About the sinking of lakes in the small irrigation department of Kodagu district,ವೀಣಾ ಅಚ್ಚಯ್ಯ .ಎಸ್,Veena achchaiah S
4017,07/06/2017,ಕಂದಾಯ,Revenue,ಮೋಜಣಿ ಕಾರ್ಯದ ಬಗ್ಗೆ,About Fun Work,ಬಸವನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
4018,07/06/2017,ಕಂದಾಯ,Revenue,ಸಾಮಾಜಿಕ ಭದ್ರತೆ ಯೋಜನೆ ಅನುಷ್ಠಾನದ ಬಗ್ಗೆ,About Social Security Scheme Implementation,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
4019,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ನೇಕಾರ ಸಮುದಾಯಗಳು ಎದುರುಸುತ್ತಿರುವ ಸಮಸ್ಯೆ ಬಗ್ಗೆ,About the problem facing weavers communities,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
4020,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ಬೆಂಗಳೂರು ನಗರದಲ್ಲಿ ಶ್ರೀ ದೇವರ ದಾಸಿಮಯ್ಯ ಜವಳಿ ಡಿಪ್ಲೋಮಾ ಕಾಲೇಜು ಸ್ಥಾಪನೆ ಬಗ್ಗೆ,"About the establishment of Textile Diploma College in Dasiamayya, Sri",ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
4021,07/06/2017,ಕಂದಾಯ,Revenue,ಗಣಕ ಯಂತ್ರಗಳ ಬಗ್ಗೆ,About computer machines,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
4022,07/06/2017,ಜವಳಿ,Textile,ರಾಜ್ಯದ ನೇಕಾರರಿಗೆ ಕೇಂದ್ರ ಸರ್ಕಾರದ ಯೋಜನೆಯ ಬಗ್ಗೆ,The state government's plan for the central government's plan,ಲಕ್ಷ್ಮೀನಾರಾಯಾಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
4023,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಸಣ್ಣ ನೀರಾವರಿ ವ್ಯಾಪ್ತಿಯ ಕೆರೆಗಳ ಬಗ್ಗೆ,About small irrigation ranges lakes,ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
4024,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಮಂಡ ಜಿಲ್ಲೆಯ ಬಿಂಡೇನಹಳ್ಳಿ ಕೆರೆ ಒತ್ತುವರಿ ಬಗ್ಗೆ,About Bindenahalli Lake Enclosure in Mandal District,ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
4025,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಬೋಳಾರೆ ಕೆರೆ ಒತ್ತುವರಿ ಬಗ್ಗೆ,About the Boere Lake Enclosure in Mandya district,ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
4026,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ಮದ್ದೂರು ತಾಲ್ಲೂಕು ಕೊಪ್ಪ ಹೋಬಳಿ ಶ್ರೀ ಶಿಂಆನಾಲಾ ರೈತ ಹಿತರಕ್ಷಣಾ ಸಮಿತಿರವರ ಮನವಿ ಬಗ್ಗೆ,About the appeal of the Madurai Taluk Koppa Hobli Sri Shimanalai Farita Hitarakshana Samiti,ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
4027,07/06/2017,ಕಂದಾಯ,Revenue,"ಮೈಸೂರು ಜಿಲ್ಲೆ, ದ್ಯಾವನಹಳ್ಳಿಯಲ್ಲಿ ಬೆಂಕಿಯಿಂದ ಮೃತಪಟ್ಟ ಬಾಲಕನ ಬಗ್ಗೆ","About a boy who died in fire in Davanahalli, Mysore district",ಮಾನೆ ಶ್ರೀನಿವಾಸ್,Mane Srinivas
4028,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಸಣ್ಣ ನೀರಾವರಿ ಇಲಾಖೆಯಿಂದ ಪರಿಶಿಷ್ಟರಿಗೆ ಜಾತಿ/ಪರಿಶಿಷ್ಠ ಪಂಗಡದ ಕುಟುಂಬಗಳಿಗೆ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಸುವ ಬಗ್ಗೆ,About Small Scrap Irrigation Department for Scheduled Castes / Scheduled Tribe Families,ಮೋಟಮ್ಮ,Motamma
4029,07/06/2017,ಮೀನುಗಾರಿಕೆ,Fishing,ಚಿಕ್ಕಮಗಳೂರು ಜಿಲ್ಲೆಯಲ್ಲಿ ಮೀನುಗಾರರ ಅಭಿವೃದ್ಧಿಯ ಬಗ್ಗೆ,About Fisheries Development in Chikkamagaluru District,ಮೋಟಮ್ಮ,Motamma
4030,07/06/2017,ಕಂದಾಯ,Revenue,"ಹೈದ್ರಾಬಾದ್-ಕರ್ನಾಟಕ ಭಾಗದ ಅಭೈಥಿಗಳಿಗೆ ""ಅರ್ಹತಾ ಪ್ರಮಾಣ ಪತ್ರ""ದ ಬಗ್ಗೆ","About ""Eligibility Certificate"" for the candidates of Hyderabad-Karnataka",ಅಮರನಾಥ ಪಾಟೀಲ್,Amaranatha Patil
4031,07/06/2017,ಕರ್ಮಿಕ,The work,ಬಾಲ ಕಾರ್ಮಿಕ ಪದ್ಧತಿ ಕುರಿತು,About child labor,ಜಯಮಾಲ ರಾಮಚಂದ್ರ,Jayamala Ramachandra
4032,07/06/2017,ಮೀನುಗಾರಿಕೆ,Fishing,ಮೀನುಮರಿ ಉತ್ಪಾದನಾ ಮತ್ತು ಪಾಲನಾ ಕೇಂದ್ರಗಳ ವಿವರ,Detail of Fisheries Production and Care Centers,ಜಯಮಾಲ ರಾಮಚಂದ್ರ,Jayamala Ramachandra
4033,07/06/2017,ಕಾರ್ಮಿಕ,Labor,ಬಾಲ ಕಾರ್ಮಿಕರ ಪುನರ್ವಸತಿ ಶಾಲೆಗಳ ಕುರಿತು,About Child Labor Rehabilitation Schools,ಜಯಮಾಲ ರಾಮಚಂದ್ರ,Jayamala Ramachandra
4034,07/06/2017,ಮೀನುಗಾರಿಕೆ,Fishing,ಮೀನುಗಾರಿಕೆ ಸಹಕಾರ ಸಂಘಗಳ ವಿವರ,Details of Fisheries Co-operative Societies,ಜಯಮಾಲ ರಾಮಚಂದ್ರ,Jayamala Ramachandra
4035,07/06/2017,ಕಂದಾಯ,Revenue,ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಬUರ್ ಹುಕುಂ ಸಾಗುವಳಿ ಸಕ್ರಮೀಕರಣದ ಬಗ್ಗೆ,About the Origination of Bauer Hukum cultivation in Kalubaragi district,ಇಕ್ಬಾಲ್ ಅಹಮದ್ ಸರಡಗಿ,Ikbal Ahmad Sadaragi
4036,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಕೆರೆಗಳ ಅಭಿವೃದ್ಧಿ ಸಂಬಂಧಿಸಿದಂತೆ,Regarding the development of lakes in the artificial district,ಇಕ್ಬಾಲ್ ಅಹಮದ್ ಸರಡಗಿ,Ikbal Ahmad Sadaragi
4037,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಮುಧೋಳ ತಾಲ್ಲೂಕಿನ ಕೆರೆ ಅಭಿವೃದ್ಧಿ ಬಗ್ಗೆ,About Lake Development in Mudhol Taluk,ರಾಮಪ್ಪ ತಿಮ್ಮಾಪೂರ,Ramappa Timmapura
4038,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಕೆರೆಗಳ ಅಭಿವೃದ್ಧಿ ಬಗ್ಗೆ,About the development of lakes,ರಾಮಪ್ಪ ತಿಮ್ಮಾಪೂರ,Ramappa Timmapura
4039,07/06/2017,ಕಂದಾಯ,Revenue,ಮುದೋಳ ತಾಲ್ಲೂಕಿನ ಬೆಳಗಲಿ ಗ್ರಾಮ ಕಂದಾಯ ಭೂಮಿ ಬಗ್ಗೆ,About Belgaum village revenue land in Mudhol taluk,ರಾಮಪ್ಪ ತಿಮ್ಮಾಪೂರ,Ramappa Timmapura
4040,07/06/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯ ವಾಸಿಗಳಗೆ Uಸ್ ಕಿಟ್ ನೀಡುವ ಬಗ್ಗೆ,About giving U's kit for forest dwellers,ರಾಮಪ್ಪ ತಿಮ್ಮಾಪೂರ,Ramappa Timmapura
4041,07/06/2017,ಕಾರ್ಮಿಕ,Labor,ದಕ್ಷಿಣ ಕನಡ ಜಿಲ್ಲೆಯ ಕಟ್ಟಡ ಮತ್ತು ಇತರ ನಿರ್ಮಾಣ ಕಾರ್ಮಿಕರಿಗೆ ಆದ ಸಮಸ್ಯೆ ಬಗ್ಗೆ,About the problem of building and other construction workers in South Kanada district,ರಾಮಪ್ಪ ತಿಮ್ಮಾಪೂರ,Ramappa Timmapura
4042,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ಕೈಮಗ್ಗ ಅಭಿವೃದ್ಧಿ ನಿUಮವನ್ನು ವಿದ್ಯುತ್ ಮಗ್ಗ ಅಭಿವೃದ್ಧಿ ನಿUಮಕ್ಕೆ ವಿಲೀನಗೊಳಿಸದೆ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕುರಿತು,Improvement of handloom development with the development of the power plant in the developing world without merging,ರಮಚಂದ್ರಗೌಡ,Ramachandra Gowda
4043,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,"ನೀರು ಹರಿಸುತ್ತಿರುವ ಕಾಲುವೆಗಳು ಶಿಥಿಲಗೊಂಡಿದ್ದು, ಶೀಘ್ರ ದುರಸ್ಥಿಗೊಳಿಸುವ ಕುರಿತು",Watering canals are undermined and quick drainage,ರಮಚಂದ್ರಗೌಡ,Ramachandra Gowda
4044,07/06/2017,ಕಂದಾಯ,Revenue,ಅಯೋಧ್ಯಾ ನಗರ ಶಿವಾಚಾರ್ಯ ನಗರ್ತ ಜನಾಂಗದವರನ್ನು ಸೂಕ್ತ ಪ್ರವರ್ಗಕ್ಕೆ ಸೇರಿಸುವ ಕುರಿತು,Ayodhya city is about to introduce the people of Shivacharya to the appropriate species,ರಮಚಂದ್ರಗೌಡ,Ramachandra Gowda
